Year,StateAbbr,StateDesc,LocationName,DataSource,Category,Measure,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,TotalPopulation,LocationID,CategoryID,MeasureId,DataValueTypeID,Short_Question_Text,Geolocation,States,Counties
2020,KY,Kentucky,Jackson,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Age-adjusted prevalence,36.3,,,27.9,45.5,13340,21109,PREVENT,COREM,AgeAdjPrv,Core preventive services for older men,POINT (-84.0205757 37.4034585),36,1326
2020,KY,Kentucky,Jackson,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Crude prevalence,30.1,,,26.1,33.7,13340,21109,RISKBEH,CSMOKING,CrdPrv,Current Smoking,POINT (-84.0205757 37.4034585),36,1326
2020,KY,Kentucky,Jackson,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Age-adjusted prevalence,12.3,,,11.5,13.2,13340,21109,HLTHOUT,CASTHMA,AgeAdjPrv,Current Asthma,POINT (-84.0205757 37.4034585),36,1326
2020,KY,Kentucky,Jackson,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Crude prevalence,13.5,,,12.7,14.2,13340,21109,RISKBEH,BINGE,CrdPrv,Binge Drinking,POINT (-84.0205757 37.4034585),36,1326
2020,KY,Kentucky,Jackson,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Age-adjusted prevalence,30.8,,,26.5,34.8,13340,21109,RISKBEH,CSMOKING,AgeAdjPrv,Current Smoking,POINT (-84.0205757 37.4034585),36,1326
2020,KY,Kentucky,Jackson,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Crude prevalence,77.2,,,73.9,80.4,13340,21109,PREVENT,CERVICAL,CrdPrv,Cervical Cancer Screening,POINT (-84.0205757 37.4034585),36,1326
2020,KY,Kentucky,Jackson,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Crude prevalence,4.2,,,3.8,4.6,13340,21109,HLTHOUT,KIDNEY,CrdPrv,Chronic Kidney Disease,POINT (-84.0205757 37.4034585),36,1326
2019,KY,Kentucky,Jackson,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Age-adjusted prevalence,62.9,,,61.5,64.5,13340,21109,PREVENT,BPMED,AgeAdjPrv,Taking BP Medication,POINT (-84.0205757 37.4034585),36,1326
2020,KY,Kentucky,Jackson,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Age-adjusted prevalence,44.8,,,40.3,50.1,13340,21109,PREVENT,DENTAL,AgeAdjPrv,Dental Visit,POINT (-84.0205757 37.4034585),36,1326
2019,KY,Kentucky,Jackson,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Crude prevalence,88.8,,,87.4,90.1,13340,21109,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening,POINT (-84.0205757 37.4034585),36,1326
2020,KY,Kentucky,Jackson,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Crude prevalence,15.8,,,13.6,18.0,13340,21109,HLTHOUT,COPD,CrdPrv,COPD,POINT (-84.0205757 37.4034585),36,1326
2020,KY,Kentucky,Jackson,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Age-adjusted prevalence,15.1,,,14.3,16.0,13340,21109,RISKBEH,BINGE,AgeAdjPrv,Binge Drinking,POINT (-84.0205757 37.4034585),36,1326
2020,KY,Kentucky,Jackson,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,42.7,,,40.6,44.7,13340,21109,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-84.0205757 37.4034585),36,1326
2020,KY,Kentucky,Jackson,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Age-adjusted prevalence,32.4,,,30.7,33.9,13340,21109,HLTHOUT,ARTHRITIS,AgeAdjPrv,Arthritis,POINT (-84.0205757 37.4034585),36,1326
2020,KY,Kentucky,Jackson,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,21.4,,,19.8,23.1,13340,21109,HLTHSTAT,MHLTH,AgeAdjPrv,Mental Health,POINT (-84.0205757 37.4034585),36,1326
2020,KY,Kentucky,Jackson,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Age-adjusted prevalence,24.7,,,17.7,32.5,13340,21109,HLTHOUT,TEETHLOST,AgeAdjPrv,All Teeth Lost,POINT (-84.0205757 37.4034585),36,1326
2020,KY,Kentucky,Jackson,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Age-adjusted prevalence,13.4,,,11.7,15.2,13340,21109,HLTHOUT,COPD,AgeAdjPrv,COPD,POINT (-84.0205757 37.4034585),36,1326
2020,KY,Kentucky,Jackson,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Crude prevalence,69.1,,,65.9,72.5,13340,21109,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening,POINT (-84.0205757 37.4034585),36,1326
2020,KY,Kentucky,Jackson,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Age-adjusted prevalence,28.9,,,27.1,30.9,13340,21109,HLTHOUT,DEPRESSION,AgeAdjPrv,Depression,POINT (-84.0205757 37.4034585),36,1326
2020,KY,Kentucky,Jackson,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,6.1,,,5.8,6.4,13340,21109,HLTHOUT,CANCER,AgeAdjPrv,Cancer (except skin),POINT (-84.0205757 37.4034585),36,1326
2020,KY,Kentucky,Jackson,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Crude prevalence,35.7,,,27.4,45.3,13340,21109,PREVENT,COREM,CrdPrv,Core preventive services for older men,POINT (-84.0205757 37.4034585),36,1326
2020,KY,Kentucky,Jackson,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Age-adjusted prevalence,14.6,,,11.6,17.7,13340,21109,PREVENT,ACCESS2,AgeAdjPrv,Health Insurance,POINT (-84.0205757 37.4034585),36,1326
2020,KY,Kentucky,Jackson,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,7.5,,,7.1,7.9,13340,21109,HLTHOUT,CANCER,CrdPrv,Cancer (except skin),POINT (-84.0205757 37.4034585),36,1326
2019,KY,Kentucky,Jackson,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Crude prevalence,80.2,,,79.0,81.2,13340,21109,PREVENT,BPMED,CrdPrv,Taking BP Medication,POINT (-84.0205757 37.4034585),36,1326
2020,KY,Kentucky,Jackson,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,19.2,,,17.2,21.3,13340,21109,HLTHSTAT,PHLTH,CrdPrv,Physical Health,POINT (-84.0205757 37.4034585),36,1326
2020,KY,Kentucky,Jackson,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Age-adjusted prevalence,63.8,,,57.6,70.0,13340,21109,PREVENT,MAMMOUSE,AgeAdjPrv,Mammography,POINT (-84.0205757 37.4034585),36,1326
2020,KS,Kansas,Jackson,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Crude prevalence,67.9,,,63.3,72.4,13171,20085,PREVENT,MAMMOUSE,CrdPrv,Mammography,POINT (-95.794485 39.4111453),17,1234
2020,KS,Kansas,Jackson,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Crude prevalence,67.3,,,64.3,70.2,13171,20085,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening,POINT (-95.794485 39.4111453),17,1234
2020,KS,Kansas,Jackson,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,30.2,,,28.8,31.6,13171,20085,RISKBEH,SLEEP,CrdPrv,Sleep <7 hours,POINT (-95.794485 39.4111453),17,1234
2020,KS,Kansas,Jackson,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Crude prevalence,7.6,,,6.6,8.6,13171,20085,HLTHOUT,COPD,CrdPrv,COPD,POINT (-95.794485 39.4111453),17,1234
2020,KS,Kansas,Jackson,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Age-adjusted prevalence,83.2,,,80.8,85.4,13171,20085,PREVENT,CERVICAL,AgeAdjPrv,Cervical Cancer Screening,POINT (-95.794485 39.4111453),17,1234
2019,KS,Kansas,Jackson,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,35.7,,,34.6,36.8,13171,20085,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol,POINT (-95.794485 39.4111453),17,1234
2020,KS,Kansas,Jackson,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,%,Age-adjusted prevalence,13,,,11.6,14.6,13171,20085,HLTHSTAT,GHLTH,AgeAdjPrv,General Health,POINT (-95.794485 39.4111453),17,1234
2020,KS,Kansas,Jackson,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Age-adjusted prevalence,19.9,,,18.9,21.0,13171,20085,HLTHOUT,DEPRESSION,AgeAdjPrv,Depression,POINT (-95.794485 39.4111453),17,1234
2020,KS,Kansas,Jackson,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,3.5,,,3.1,3.9,13171,20085,HLTHOUT,STROKE,CrdPrv,Stroke,POINT (-95.794485 39.4111453),17,1234
2020,KS,Kansas,Jackson,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Age-adjusted prevalence,2.7,,,2.4,3.0,13171,20085,HLTHOUT,STROKE,AgeAdjPrv,Stroke,POINT (-95.794485 39.4111453),17,1234
2020,KS,Kansas,Jackson,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Age-adjusted prevalence,6.2,,,5.4,7.0,13171,20085,HLTHOUT,COPD,AgeAdjPrv,COPD,POINT (-95.794485 39.4111453),17,1234
2020,KS,Kansas,Jackson,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Crude prevalence,16.3,,,15.7,16.9,13171,20085,RISKBEH,BINGE,CrdPrv,Binge Drinking,POINT (-95.794485 39.4111453),17,1234
2020,KS,Kansas,Jackson,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Age-adjusted prevalence,68,,,63.2,72.6,13171,20085,PREVENT,MAMMOUSE,AgeAdjPrv,Mammography,POINT (-95.794485 39.4111453),17,1234
2020,KS,Kansas,Jackson,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Crude prevalence,64.7,,,61.2,67.9,13171,20085,PREVENT,DENTAL,CrdPrv,Dental Visit,POINT (-95.794485 39.4111453),17,1234
2019,KS,Kansas,Jackson,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Crude prevalence,77.8,,,76.7,78.9,13171,20085,PREVENT,BPMED,CrdPrv,Taking BP Medication,POINT (-95.794485 39.4111453),17,1234
2020,KS,Kansas,Jackson,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Age-adjusted prevalence,15.2,,,12.9,17.8,13171,20085,PREVENT,ACCESS2,AgeAdjPrv,Health Insurance,POINT (-95.794485 39.4111453),17,1234
2020,KS,Kansas,Jackson,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,6,,,5.7,6.3,13171,20085,HLTHOUT,CANCER,AgeAdjPrv,Cancer (except skin),POINT (-95.794485 39.4111453),17,1234
2020,KS,Kansas,Jackson,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Age-adjusted prevalence,2.6,,,2.5,2.8,13171,20085,HLTHOUT,KIDNEY,AgeAdjPrv,Chronic Kidney Disease,POINT (-95.794485 39.4111453),17,1234
2020,KS,Kansas,Jackson,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Crude prevalence,39.9,,,32.9,46.9,13171,20085,PREVENT,COREW,CrdPrv,Core preventive services for older women,POINT (-95.794485 39.4111453),17,1234
2019,KS,Kansas,Jackson,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Age-adjusted prevalence,56.3,,,55.1,57.5,13171,20085,PREVENT,BPMED,AgeAdjPrv,Taking BP Medication,POINT (-95.794485 39.4111453),17,1234
2020,KS,Kansas,Jackson,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Crude prevalence,42.4,,,34.4,50.7,13171,20085,PREVENT,COREM,CrdPrv,Core preventive services for older men,POINT (-95.794485 39.4111453),17,1234
2020,KS,Kansas,Jackson,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,37.1,,,35.5,38.6,13171,20085,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-95.794485 39.4111453),17,1234
2020,KS,Kansas,Jackson,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,12.2,,,11.3,13.0,13171,20085,HLTHOUT,DIABETES,CrdPrv,Diabetes,POINT (-95.794485 39.4111453),17,1234
2020,KS,Kansas,Jackson,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Crude prevalence,11.6,,,8.0,15.4,13171,20085,HLTHOUT,TEETHLOST,CrdPrv,All Teeth Lost,POINT (-95.794485 39.4111453),17,1234
2019,KS,Kansas,Jackson,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Age-adjusted prevalence,29,,,28.2,29.9,13171,20085,HLTHOUT,HIGHCHOL,AgeAdjPrv,High Cholesterol,POINT (-95.794485 39.4111453),17,1234
2020,KS,Kansas,Jackson,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Age-adjusted prevalence,18.7,,,18.0,19.5,13171,20085,RISKBEH,BINGE,AgeAdjPrv,Binge Drinking,POINT (-95.794485 39.4111453),17,1234
2020,KS,Kansas,Jackson,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Age-adjusted prevalence,71.5,,,70.3,72.6,13171,20085,PREVENT,CHECKUP,AgeAdjPrv,Annual Checkup,POINT (-95.794485 39.4111453),17,1234
2020,KS,Kansas,Jackson,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,37.1,,,35.6,38.7,13171,20085,HLTHOUT,OBESITY,CrdPrv,Obesity,POINT (-95.794485 39.4111453),17,1234
2020,KS,Kansas,Jackson,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Age-adjusted prevalence,19.5,,,16.6,22.1,13171,20085,RISKBEH,CSMOKING,AgeAdjPrv,Current Smoking,POINT (-95.794485 39.4111453),17,1234
2020,KS,Kansas,Jackson,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Crude prevalence,14.3,,,12.3,16.8,13171,20085,PREVENT,ACCESS2,CrdPrv,Health Insurance,POINT (-95.794485 39.4111453),17,1234
2020,KS,Kansas,Jackson,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Crude prevalence,82.7,,,80.4,85.0,13171,20085,PREVENT,CERVICAL,CrdPrv,Cervical Cancer Screening,POINT (-95.794485 39.4111453),17,1234
2020,KS,Kansas,Jackson,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Age-adjusted prevalence,42.6,,,34.8,50.5,13171,20085,PREVENT,COREM,AgeAdjPrv,Core preventive services for older men,POINT (-95.794485 39.4111453),17,1234
2020,KS,Kansas,Jackson,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Age-adjusted prevalence,12.1,,,8.4,16.3,13171,20085,HLTHOUT,TEETHLOST,AgeAdjPrv,All Teeth Lost,POINT (-95.794485 39.4111453),17,1234
2020,KS,Kansas,Jackson,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,7.8,,,7.3,8.2,13171,20085,HLTHOUT,CANCER,CrdPrv,Cancer (except skin),POINT (-95.794485 39.4111453),17,1234
2020,KS,Kansas,Jackson,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Age-adjusted prevalence,64.9,,,61.8,68.1,13171,20085,PREVENT,COLON_SCREEN,AgeAdjPrv,Colorectal Cancer Screening,POINT (-95.794485 39.4111453),17,1234
2020,KS,Kansas,Jackson,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Age-adjusted prevalence,9.6,,,9.0,10.3,13171,20085,HLTHOUT,DIABETES,AgeAdjPrv,Diabetes,POINT (-95.794485 39.4111453),17,1234
2020,KS,Kansas,Jackson,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Age-adjusted prevalence,31.3,,,29.8,32.7,13171,20085,RISKBEH,SLEEP,AgeAdjPrv,Sleep <7 hours,POINT (-95.794485 39.4111453),17,1234
2020,KS,Kansas,Jackson,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Crude prevalence,3.3,,,3.1,3.5,13171,20085,HLTHOUT,KIDNEY,CrdPrv,Chronic Kidney Disease,POINT (-95.794485 39.4111453),17,1234
2019,KS,Kansas,Jackson,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Crude prevalence,36.7,,,35.4,38.0,13171,20085,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure,POINT (-95.794485 39.4111453),17,1234
2020,KS,Kansas,Jackson,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,10.7,,,9.7,11.7,13171,20085,HLTHSTAT,PHLTH,CrdPrv,Physical Health,POINT (-95.794485 39.4111453),17,1234
2020,KS,Kansas,Jackson,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Crude prevalence,18.4,,,15.9,20.8,13171,20085,RISKBEH,CSMOKING,CrdPrv,Current Smoking,POINT (-95.794485 39.4111453),17,1234
2020,KS,Kansas,Jackson,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Crude prevalence,74.6,,,73.6,75.6,13171,20085,PREVENT,CHECKUP,CrdPrv,Annual Checkup,POINT (-95.794485 39.4111453),17,1234
2020,KS,Kansas,Jackson,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Age-adjusted prevalence,23,,,20.7,25.3,13171,20085,RISKBEH,LPA,AgeAdjPrv,Physical Inactivity,POINT (-95.794485 39.4111453),17,1234
2019,KS,Kansas,Jackson,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Crude prevalence,85.2,,,84.0,86.4,13171,20085,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening,POINT (-95.794485 39.4111453),17,1234
2020,KS,Kansas,Jackson,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Crude prevalence,19,,,18.1,20.0,13171,20085,HLTHOUT,DEPRESSION,CrdPrv,Depression,POINT (-95.794485 39.4111453),17,1234
2020,KS,Kansas,Jackson,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,14.8,,,13.7,15.8,13171,20085,HLTHSTAT,MHLTH,AgeAdjPrv,Mental Health,POINT (-95.794485 39.4111453),17,1234
2020,KS,Kansas,Jackson,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,14.7,,,13.0,16.5,13171,20085,HLTHSTAT,GHLTH,CrdPrv,General Health,POINT (-95.794485 39.4111453),17,1234
2020,KS,Kansas,Jackson,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Age-adjusted prevalence,23.1,,,22.1,24.2,13171,20085,HLTHOUT,ARTHRITIS,AgeAdjPrv,Arthritis,POINT (-95.794485 39.4111453),17,1234
2019,KS,Kansas,Jackson,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Age-adjusted prevalence,31.2,,,30.0,32.3,13171,20085,HLTHOUT,BPHIGH,AgeAdjPrv,High Blood Pressure,POINT (-95.794485 39.4111453),17,1234
2020,KS,Kansas,Jackson,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,13.6,,,12.7,14.4,13171,20085,HLTHSTAT,MHLTH,CrdPrv,Mental Health,POINT (-95.794485 39.4111453),17,1234
2020,KS,Kansas,Jackson,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Age-adjusted prevalence,63.8,,,60.3,67.2,13171,20085,PREVENT,DENTAL,AgeAdjPrv,Dental Visit,POINT (-95.794485 39.4111453),17,1234
2020,KS,Kansas,Jackson,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Crude prevalence,28.5,,,27.2,29.8,13171,20085,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis,POINT (-95.794485 39.4111453),17,1234
2020,KS,Kansas,Jackson,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Age-adjusted prevalence,6,,,5.5,6.5,13171,20085,HLTHOUT,CHD,AgeAdjPrv,Coronary Heart Disease,POINT (-95.794485 39.4111453),17,1234
2020,KS,Kansas,Jackson,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Crude prevalence,7.9,,,7.2,8.7,13171,20085,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease,POINT (-95.794485 39.4111453),17,1234
2020,KS,Kansas,Jackson,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Age-adjusted prevalence,9.9,,,9.4,10.3,13171,20085,HLTHOUT,CASTHMA,AgeAdjPrv,Current Asthma,POINT (-95.794485 39.4111453),17,1234
2020,KS,Kansas,Jackson,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Age-adjusted prevalence,39.5,,,32.5,46.6,13171,20085,PREVENT,COREW,AgeAdjPrv,Core preventive services for older women,POINT (-95.794485 39.4111453),17,1234
2020,KS,Kansas,Jackson,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Crude prevalence,24.4,,,21.9,26.8,13171,20085,RISKBEH,LPA,CrdPrv,Physical Inactivity,POINT (-95.794485 39.4111453),17,1234
2019,KS,Kansas,Jackson,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Age-adjusted prevalence,82.5,,,81.1,83.9,13171,20085,PREVENT,CHOLSCREEN,AgeAdjPrv,Cholesterol Screening,POINT (-95.794485 39.4111453),17,1234
2020,KS,Kansas,Jackson,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,9.6,,,8.8,10.5,13171,20085,HLTHSTAT,PHLTH,AgeAdjPrv,Physical Health,POINT (-95.794485 39.4111453),17,1234
2020,KS,Kansas,Jackson,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,9.7,,,9.3,10.2,13171,20085,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,POINT (-95.794485 39.4111453),17,1234
